language,glottocode,id_word,id_meaning,lemma,ipa,def,morph,annotator,reference,pos
Tsez,dido1241,1208,1299,БОДИ-БИС/РÁ,b-o-d-i---b-i-s-r-Á,"IV ( мн. роди - рисра, -ерхо, -ерси, -еран, -ер) понуд . 1) что -то делать, чем -то за- нима ться 2) наводить порядок","IV ( мн. роди - рисра, -ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1209,1300,БОДИ-БИСРЕР/Á,b-o-d-i---b-i-s-r-e-r-Á,"IV (мн. роди - рисрера , -хо, -си, -ан, -ø) понуд. II от роди -риса","IV (мн. роди - рисрера , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1210,1301,БОДИР/ Á,b-o-d-i-r Á,"(мн. родирÁ , -хо, -си, -ан, -ø) понуд. от бодá; асах. бойр á; см. бовурÁ","(мн. родирÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1211,1302,БОДИРЕР/ Á,b-o-d-i-r-e-r Á,"(мн. родирерÁ , -хо, -си, -ан, -ø) понуд. II от бодир á","(мн. родирерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1212,1303,БОЖАР ÁВ,b-o-ʒ-a-r Á-w,"(мн. -тIа) верный, на - дежный, заслуживающий доверия, внушающий доверие, доверенный; уверенный; безопасный; божарав гьалмагъ а) верный (надежный) друг (товарищ) б) проверенный доверенный товарищ ; божарав мочи а) надежное место б) бе з- опасное место ; божарав кумек - жекIу надежный помощник БÓЖ/И III (-ǟ, -ис) 1) вера, д о- верие; Аллагькьо божи вера А л- лаха (Бога); беже божи бода ока- зать большое доверие; дей довкь божи āну у меня нет доверия к тебе 2) уверенность, убеждение; божи йо лъǟси жекIу надежный 109 человек; божи āнуси жекIу а) ненадежный человек б) перен. без- надежно больной; ср. мок. бýжи; см. божилъи",(мн. -тIа),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1213,1304,БОЖ И́ЛЪ/И,b-o-ʒ И́-l-ʔ-i,"IV (-ǟ, -ис) 1) вера, доверие; божилъи йолъ ǟси же кIу доверенное лицо; надежный чел о- век; божилъи āнуси ненадежный, маловероятный; божилъи рода доверять; божилъи реха терять чьё-л. доверие 2) увереность, убеждение, убежденность ; см. бо- жи","IV (-ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1214,1305,БОЗЛ/А,b-o-z-l-a,"I, II ( -ā, -ас, -аби) уст. друг, товарищ; см. гьудул, гьа л- магъ","I, II ( -ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1215,1306,БОЗÓГЪ/У,b-o-z-Ó-ɡ-ʔ-u,"III (-ā, -ус, -уби) зо- ол. 1) паук; бозогъус мужи паути- на 2) хуш. водяной рачок; ср. мок. бизóгъу; см. боцÓ ки, мах Iи́лIу, окÉц","III (-ā, -ус, -уби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1216,1307,БОЙÓ КЪ/У,b-o-j-Ó k-ʔ-u,"II (-ā, -ус) 1) мокр о- та 2) гной с кровью 3) перен . руг а- тельное слово БÓЙ’РА // БÓРЙО // БÓРЙА хуш. межд. кругом! ( возглас для разворота быков) ; см. бахIхIо БÓК/О III (-ā, -ос, -оби) 1) шуба; бокос кулъаби рукава шубы; та- тану боко теплая шуба; боко бʼахъа шить шубу 2) шуба с ло ж- ными рукавами ♦ боколъер кура отвергать свата ( букв. в бурку бр о- сить)","II (-ā, -ус)",Maiia Alimova,Khalilov 2024,interjection
Tsez,dido1241,1217,1308,БОКЪ,b-o-k-ʔ,"’ II (-ā, -ес) тошнота ; ср. шаит. богI","(-ā, -ес)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1218,1309,БОКЪÉРЙ/О,b-o-k-ʔ-É-r-j-o,"III (-ā, -ос, -оби) зоол. мок. скорпион ; см. акъра","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1219,1310,БОКЪ ʼИКI/Á,b-o-k-ʔ ʼ-i-k-Á,"(мн. рокъʼикIÁ, - хо, -си, -ан, -ø) делать тяжелым, утяжелять; отягчать; рокъ р о- къʼикIси ношу (груз) утяжелили","(мн. рокъʼикIÁ, - хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1220,1311,БОКЪʼИКI/РÁ,b-o-k-Ъʼ-i-k-r-Á,"(мн. рокъʼикIрÁ, -ерхо, -ерси, -еран, -ер) понуд. от бокъʼикIá БОКЪʼИКIРЕР/Á (мн. рокъʼикI - рерÁ, -хо, -си, -ан, -ø) понуд. II от бокъʼикIрá","(мн. рокъʼикIрÁ, -ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1221,1312,БОКЪʼИЛЪ/Á,b-o-k-Ъʼ-i-l-ʔ-Á,"(мн. рокъ ʼилъÁ, -хо, -си, -ан, -ø) 1) быть (стать) тяжелым, тяжелеть, утяжелеть; жо окъʼилъси он потяжелел 2) отяг- чаться 3) перен. надоедать, стать обузой БÓКЪʼЙУ III (мн. рокъʼйу , -тIа) 1) тяжелый; тяжкий, трудный; бо- къʼйу им тяжелый столб; рокъʼйу рокъ тяжелая ноша; бокъʼйу хIалтIи трудная работа 2) тру д- ный, сложный; бокъʼйу суал трудная (сложная) задача ; бокъ’у мисал трудный пример ( арифм е- тический ) 3) упрямый, неподда ю- щийся, труд новоспитуемый; окъʼйу хехби трудный ребёнок; ср. мок. бокъʼив, асах. бокъʼий ; см. исÁв, хъи лIä́си","(мн. рокъ ʼилъÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1222,1313,БОКЪʼЙУЛЪ/И,b-o-k-Ъʼ-j-u-l-ʔ-i,"III (мн. рокъʼйу - лъи) 1) тяжесть; рокъес рокъʼйу - лъи тяжесть ноши ; къаййос рокъ’йулъи тяжесть вещей 2) сложность, трудность 3) вес БÓКЪКЪʼЙУ III (мн. рокъкъʼйу , -тIа) очень тяжелый; йокъкъʼйу гъʼул очень тяжелый камень Б’ОКЪОТIУ никого, ни единой (живой) души; мадахI сис бо къ’у- тIу зевчIус на улице ни единой души (ни кого) не было; см. галаху",III (мн. рокъʼйу - лъи),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1223,1314,БОКЪ ʼÓШ/А,b-o-k-ʔ ʼ-Ó-ʃ-a,"I, II ( -ā, -ас, -аби) недовольный человек","I, II ( -ā, -ас, -аби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1224,1315,БОКЪʼОШНА/ДÁ,b-o-k-Ъʼ-o-ʃ-n-a-d-Á,"(-х, -с, -дан, -до) учащ. от бокъʼошилъá","(-х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1225,1316,БОКЪʼОШИКI/Á,b-o-k-Ъʼ-o-ʃ-i-k-Á,"(-хо, -си, -ан, - ø) перех. от бокъʼошилъá","(-хо, -си, -ан, - ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1226,1317,БОКЪʼОШИКI/РÁ,b-o-k-Ъʼ-o-ʃ-i-k-r-Á,"(-ерхо, -ерси, -еран, -ер) понуд. II от бокъʼо - шикIá","(-ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1227,1318,БОКЪʼОШИЛЪ/Á,b-o-k-Ъʼ-o-ʃ-i-l-ʔ-Á,"(-хо, -си, -ан, -ø) нахмуриться; насупиться; ужи бʼокъʼошилъси сын насупился; 110 эни йʼокъʼошилъси мать нахм у- рилась БʼОКЪʼОШИЛЪНО нареч. хмуро; бʼокъʼошилъно эза смотреть злым взглядом (хмуро) исподлобья","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,adverb
Tsez,dido1241,1228,1319,БОКЬАР ÁВ,b-o-k-a-r Á-w,"1. любой; какой х о- чешь; какой -нибудь; бокьарав гъу - ди любой день; бокьарав хIалтIи любая работа; любое дело; бокь- арав заман любое время 2. I, II ( - ā, -ес, -би) любой ; бокьарав гьоро любой подходи (те), подойди (те)","( - ā, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1229,1320,БОКЬʼ/Á,b-o-k-ʼ-Á,"(мн. рокь ʼÁ, -ух, -ус, - ан, -у) 1) падать , упасть ; гьенеш бокьʼус яблоко упало; кIовзиби рокьʼус ложки упали 2) лежать ; сагад . гIʼокьва БÓКЬʼ/И III (-ǟ, -ес//-ис, -иби) 1) большой деревянный сундук, 2) амбар ( для муки, зерна ) 3) бункер (для зерна во время помола ); 4) кладовая; см. кобора , хýцIа2, хIихIа, хъʼичи мохъу","(мн. рокь ʼÁ, -ух, -ус, - ан, -у)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1230,1321,БОКЬ,b-o-k,"’/О III (-ā, -ос, -оби) 1) манжета 2) оверлок; см. кубо БÓКЬʼ/У IV (-ā, -ус, -уби) рукав шубы (мок.)","(-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1231,1322,БОКЬʼУР/Á,b-o-k-ʼ-u-r-Á,"(мн. рокь ʼурÁ, -хо, -си, -ан, -ø) 1) уронить, выронить, обронить ; тIʼахъ рокьʼура уронить нож 2) валить; кинуть 3) толкнуть, столкнуть; опрокидывать 4) ул о- жить","(мн. рокь ʼурÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1232,1323,БОКЬʼУРЕР/Á,b-o-k-ʼ-u-r-e-r-Á,"(мн. рокь ʼурерÁ, -хо, -си, -ан, -ø) понуд. II от бокьʼу рá","(мн. рокь ʼурерÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1233,1324,БОКЬʼУРНА/ДÁ,b-o-k-ʼ-u-r-n-a-d-Á,"(мн. рокь ʼурна - дÁ, -х, -с, -дан, -до) учащ. 1) па- дать; уронить, выронить, обронить жеди б окьʼурна да беро бодис чтобы они часто падали, мы сд е- лали каток 2) валить; кинуть 3) толкнуть, столкнуть; опрокид ы- вать 4) уложить","(мн. рокь ʼурна - дÁ, -х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1234,1325,БОКI/ Á,b-o-k Á,"III (мн. рокIÁ, -хо, -си, -ан, -о) 1) ударить; беси бокIа ударить кулаком; гьибо бокIа ударить палкой 2) играть на муз ы- кальном инструменте; къʼили бокIа играть на барабане ♦ ди- ванйокь пу бокIа лежать на д и- ване","III (мн. рокIÁ, -хо, -си, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1235,1326,БОКI -БИЖ/А,b-o-k -b-i-ʒ-a,"(-их, -ис, -ан, -и) 1) раскулÁчивать 2) похтщать 3) умыкать ; см. бижи-богъа , богъ - лIогъа , бокIекIа","(-их, -ис, -ан, -и)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1236,1327,БОКI -БИЖИН /И,b-o-k -b-i-ʒ-i-n i,"IV (-ǟ, -ис) 1) раскулачивание 2) хищÉние 3) умыкание; см. бикъи -хъами, кь а- кьа, цIогь","IV (-ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1237,1328,БОКI -БИЖ ИР/А,b-o-k -b-i-ʒ i-r-a,"(-хо, -си, -ан, - ø) понуд . 1) раскулÁчивать 2) по- хищать 3) умыкать","(-хо, -си, -ан, - ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1238,1329,БОКIЕКI/ Á,b-o-k-e-k Á,"(мн. рокIекIÁ, -хо, -си, -ан, -ø) 1) давать выход чему- л., выходить 2) отпускать; осв о- бождать; спасать; посу бокIекIа выпускать скот ( на улицу ); тус- нахъäй бокIекIа освободить из тюрьмы (букв. отпускать из тюр ь- мы) 3) помочь поступать куда-л.; техникумйар бокIе кIа помочь п о- ступить в техникум 4) помочь по й- ти (войти) куда-л.","(мн. рокIекIÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1238,1330,БОКIЕКI/ Á,b-o-k-e-k Á,"(мн. рокIекIÁ, -хо, -си, -ан, -ø) воровать, красть, п о- хищать кого-что-л., умыкать; ст а- щить, угнать что-л. разг.; шекьу рокIекI а украсть одежду (белье) ; кид йо кIекI а похищать (умы к- нуть) девуш ку; тIек йокIекIа украсть книгу ; шаит . бокIкIÁ","(мн. рокIекIÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1239,1331,БОКIЕКI/Р Á,b-o-k-e-k-r Á,"(мн. рокIекIрÁ, - ерхо, -ерси, -еран, -ер) понуд. от бокIекI á1,2 ср. мок. бок IкIÁ БÓКIЕКIРЕР/ Á (мн. рокIекIр е- рÁ, -хо, -си, -ан, -ø) понуд. II от бокIекIр á","(мн. рокIекIрÁ, - ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1240,1332,БОКIЕЛЪ/ Á,b-o-k-e-l-ʔ Á,"(мн. рокIелъÁ , -хо, -си, -ан, -ø) 1) смочь уйти, ух о- дить; 2) смочь (суметь) поступать куда-л.; инситутйар окIелъа 111 смочь (суметь) поступить в инст и- тут 3) смочь (пойти) войти ( во внутрь чего -л. или куда -л.); мага- зинйар окIелъа суметь войти в магазин; кибуралъхор окIе лъа суметь поехать к бежтинцам 4) пе- рен. мелькать, видеть мельком; дǟр жов икIā с окIелъкьоре й я его увидела мельком ; см. чIигъона","(мн. рокIелъÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
